,0,1,2,3,4
0,0.3770698406934757,0.3833863441817197,0.4095210501919051,0.6120945017856664,0.26200420051383977
1,0.454083954638519,0.45748450113276273,0.17803609190269887,0.1810960209625211,0.49249084237706664
2,0.9727468892863294,0.9800111432147195,0.6023035281871356,0.23802844712050064,0.15254496653886196
3,0.018263346560178362,0.5577622179473326,0.015220942072973753,0.967785064965669,0.36330758558761334
4,0.8881005942918996,0.20117461522908264,0.6539498150132763,0.15283884117320778,0.6584293626826658
5,0.9406806403626384,0.38564157288667367,0.16334547620151074,0.42263037423165195,0.06678803153322621
6,0.6137815566250002,0.5642033063146978,0.710938631545696,0.7809015174377907,0.7971676355783338
7,0.6326309766149227,0.4789998437271181,0.5056909780953008,0.06385808359464407,0.05867899278105526
8,0.8627649377388457,0.7750743338566957,0.8964077591788954,0.7435269740888599,0.5646833612465381
9,0.047446961488600725,0.2941233362026975,0.21086831632241432,0.7201633761068387,0.012493079158315656
10,0.523366914746481,0.22264668944230415,0.7289011472772088,0.06771155764756909,0.36623975716649093
11,0.476710057094866,0.8296503128033563,0.9113756622131112,0.8727818470751695,0.2026621286680682
12,0.9561299533288032,0.1848798285691854,0.9162849491493603,0.46730344369021315,0.34787014588570786
13,0.7823666352671529,0.19358980254520763,0.3854353014844121,0.7654465755197946,0.3986101468265273
14,0.715807964847249,0.6477899405351529,0.7841110207984736,0.4583892412081011,0.2205679127488257
15,0.9136138143379098,0.3589911127108647,0.5223319878496239,0.9972573652923351,0.8045351083516219
16,0.927458247605039,0.846385125414684,0.8753407706345556,0.47771268303962133,0.5321584127875117
17,0.4224399727336601,0.6320279725698501,0.7731347574820148,0.1510886749671232,0.6023363328509954
18,0.08252497574621198,0.718236255814131,0.8525104512235505,0.5320971525427638,0.33636047730121643
19,0.4171966595093387,0.22621863655512708,0.4108160770629866,0.3812495565129782,0.6638893299367544
20,0.47380591541184647,0.2014015708982999,0.030629970023776654,0.2921166121038401,0.16114850459229135
21,0.12392516266837761,0.2763864320038084,0.7593192305427497,0.33320809577869914,0.5438027451624146
22,0.7592621751818248,0.5810888646102844,0.2699876555234395,0.18485645604529566,0.6895956507811007
23,0.7407902436268218,0.9615845350663215,0.12304989472271799,0.8503183585517783,0.15220847503976032
24,0.2644386743687476,0.05438181701325984,0.7724131754181236,0.9486619060148814,0.5218044063312005
25,0.530523410095061,0.10949214053777778,0.7446946011822448,0.9268750485246524,0.0018516032127110504
26,0.35865958610367443,0.3060448541207633,0.15062511627325603,0.6291076247271963,0.17246632050784727
27,0.6797370106824042,0.47219291398959773,0.4152923811248658,0.2415406051985799,0.03725355327363833
28,0.8927108448371309,0.48357569015154733,0.6892778957567935,0.32275849007514745,0.0389621902041376
29,0.6422366276674081,0.5610337687912645,0.21940937719449516,0.5261914715815412,0.724161378458922
30,0.5371317782985425,0.79698071985134,0.3707678527168007,0.16352905541349638,0.2389045813740064
31,0.908808121955444,0.0937888430450663,0.8534234119661491,0.3094627584728886,0.874634800862553
32,0.9919460651041332,0.24049969048828834,0.6618905004158733,0.5048569366431616,0.7259332161769706
33,0.360409265553971,0.693063296535173,0.13578072183382928,0.7124277965877405,0.9985553350376272
34,0.9033784649255598,0.3161211656849122,0.47113752927724606,0.7271402918450983,0.55788850278814
35,0.8895046750237297,0.5675862182335353,0.11129033671653443,0.6439437535954349,0.7904308660807654
36,0.23983108022672583,0.7539929823040737,0.3606644948586273,0.11452248134400445,0.8472711442621862
37,0.6786261493272269,0.5206139787678745,0.3975026524921491,0.40981599816499026,0.042390483081914954
38,0.9106998245056719,0.059495384310367494,0.7422788363220512,0.8343621417319432,0.778706709239498
39,0.4101708735114834,0.3941888632702366,0.10442356335416203,0.39289899832561226,0.86133709936543
40,0.5134180554233666,0.5468311699017145,0.491835388450935,0.37539258607656556,0.828198910369319
41,0.3852071989617032,0.6670063414962044,0.003826983054760702,0.9413737495765239,0.42739527780345465
42,0.5807769704401937,0.827272996627501,0.9962012862655618,0.5776009928557567,0.2601148071347056
43,0.5532272756328294,0.5016555249982557,0.8215547376402933,0.04714022691497055,0.1582953537796854
44,0.2691565947717014,0.1868546442986092,0.014631367543315399,0.6079833408572506,0.14859998782612704
45,0.503781206139619,0.32670812333635435,0.8788170801609598,0.4366913048630534,0.2606775084758983
46,0.09618648662509643,0.5867385583250784,0.9404706100521247,0.06318249916164786,0.4975074499341866
47,0.7269376055803536,0.13480999810479288,0.5442592654732079,0.22395511861055617,0.8097114993096414
48,0.07144470279440929,0.8477782056680773,0.8854697967199143,0.23495841043526167,0.7167493427039249
49,0.0764747847038163,0.16381462458572604,0.3038963031575662,0.6174970560648221,0.02261666303489218
50,0.9170057527263104,0.5666526279615359,0.9385645559511578,0.9430167177169522,0.371226413142722
51,0.5768255511040826,0.8343180568907461,0.35137618779529933,0.9403817646459329,0.23798518260083945
52,0.8830184863439227,0.906115461104393,0.48135496747791384,0.9451888963133648,0.5112010505972915
53,0.5367809852028192,0.0516974467783865,0.1862495326519964,0.7195996073319898,0.7450750144685634
54,0.5157295372522084,0.3688978417351303,0.9903640665350532,0.7909156683159996,0.13708116178798546
55,0.37560180191394477,0.6092464691340577,0.6641718265811148,0.4015780943514785,0.15919428542725256
56,0.09759343201155313,0.3913136264290311,0.288196859758453,0.9319818043477448,0.9370631630990882
57,0.1603125053832496,0.0961086695549992,0.9600160797133351,0.927714785696483,0.2192322942643533
58,0.5149163837290173,0.145127072354596,0.09741904676432334,0.27572793147485397,0.13835459554997043
59,0.05447058715925357,0.6122603148116625,0.18262032380035098,0.8138082635837456,0.1976430673976025
60,0.8701235277837195,0.4977422774431437,0.10405233138347392,0.7217796494616829,0.10911169067668558
61,0.0916385336612674,0.6412533969492686,0.9979721315277587,0.25983773648784503,0.6249730718054141
62,0.9769603028527385,0.24801405790378206,0.5332041471320803,0.4717254867070091,0.8277593919138883
63,0.9184406163239138,0.9019443598905641,0.3226273095487725,0.32328926257762103,0.6449380151249434
64,0.6122019517628038,0.9949180912653939,0.27975747212256397,0.11391133849072921,0.27914086145298733
65,0.1516591207263729,0.09834262309283959,0.0866235398394627,0.6860850852327987,0.11122172272212405
66,0.24312147046426857,0.20806641539870907,0.6662185851903801,0.769456142171996,0.122712722517897
67,0.8629944956691022,0.8598865146364253,0.32420854717516945,0.09652148366451396,0.7191411263792343
68,0.40437140499048396,0.2027825017673176,0.28795586942909546,0.9330623608409235,0.8251836620084088
69,0.7299635466534995,0.6039618661212038,0.5265191674618742,0.8405755932144623,0.5379193378059526
70,0.4125832787574101,0.9887581163811561,0.09118286602439629,0.5356852367095587,0.9015224543781556
71,0.18213818259476278,0.9726259151818117,0.7153844014535545,0.2679183556309285,0.20343276151976142
72,0.9438730440613231,0.6356319747892473,0.7557855665107954,0.4122402611044299,0.7340874219332466
73,0.24932201725174585,0.6253271223267776,0.4168364012507454,0.5887577226211516,0.4072812749821576
74,0.16283874982299595,0.16369369848155912,0.8086496184190466,0.020798194650102797,0.454831583803205
75,0.28880481652913736,0.8608456401000931,0.41968786219491605,0.8206025484022373,0.08021269298071843
76,0.03715959432647131,0.23414738105194532,0.48176730346345165,0.057385418847506364,0.5940686848762615
77,0.49942495884448834,0.1572088924866487,0.19991316293988992,0.40572945655412274,0.6279452772774038
78,0.5620474970324051,0.2703095390332757,0.32784138979256716,0.6025000227373596,0.13471512418804765
